hhid,pid,gen,dob_m,dob_y,intrv_m,popgrp,mar
506435,725520,Female,March,2001.0,March,1.0,
506435,725521,Female,July,2003.0,March,1.0,
506435,725522,Male,June,2006.0,March,1.0,
506435,725523,Female,March,2010.0,March,1.0,
506437,381115,Female,October,1983.0,May,1.0,1.0
506437,776387,Male,October,1982.0,May,1.0,1.0
506439,616758,Male,February,1985.0,September,4.0,2.0
506439,634832,Female,January,1989.0,September,4.0,2.0
506440,316535,Female,December,1944.0,April,1.0,
506440,316581,Male,November,1978.0,April,1.0,
506440,775016,Male,December,1971.0,April,1.0,
506441,320458,Male,July,1964.0,April,1.0,
506441,411205,Female,March,1999.0,April,1.0,
506442,412389,Female,March,2004.0,March,2.0,
506442,582984,Female,October,1986.0,March,2.0,1.0
506442,583060,Male,August,1983.0,March,2.0,1.0
506442,620973,Male,February,2009.0,March,2.0,
506442,669293,Male,August,2013.0,March,2.0,
506443,691735,Male,January,1982.0,October,4.0,1.0
506443,692686,Female,March,1978.0,October,4.0,1.0
506444,600953,Male,April,1981.0,September,3.0,1.0
506444,610446,Female,August,2009.0,September,3.0,
506444,614947,Female,February,1978.0,September,3.0,1.0
506444,697988,Female,June,2008.0,September,3.0,
506445,304555,Female,May,1975.0,May,1.0,
506445,311256,Female,January,1947.0,May,1.0,3.0
506445,403443,Female,April,2004.0,May,1.0,
506445,600111,Female,May,2014.0,May,1.0,
506445,630848,Female,April,2011.0,May,1.0,
506447,315477,Female,April,1980.0,May,1.0,
506447,620963,Female,October,2009.0,May,1.0,
506447,620964,Female,October,2009.0,May,1.0,
506447,643163,Male,December,2012.0,May,1.0,
506447,792752,Female,March,1964.0,May,1.0,
506448,583013,Male,May,1946.0,June,1.0,2.0
506448,703434,Female,May,1981.0,June,1.0,2.0
506448,709860,Female,November,2012.0,June,1.0,
506448,770818,Female,July,1998.0,June,1.0,3.0
506449,304446,Female,January,1990.0,February,1.0,2.0
506449,733007,Male,June,1983.0,February,1.0,2.0
506450,708196,Female,December,1960.0,September,2.0,1.0
506450,721596,Female,October,2002.0,September,2.0,
506450,726508,Male,March,1997.0,September,2.0,
506450,796461,Male,December,1942.0,September,1.0,1.0
506450,798387,Male,March,1999.0,September,2.0,
506452,401874,Female,October,2006.0,August,1.0,
506452,401900,Female,March,2005.0,August,1.0,
506452,620690,Female,May,2010.0,August,1.0,
506452,767035,Female,June,1962.0,August,1.0,1.0
506453,664158,Male,December,1949.0,October,4.0,1.0
506453,676952,Female,October,1952.0,October,4.0,1.0
506454,311472,Female,December,1967.0,May,1.0,
506454,402634,Female,May,2002.0,May,1.0,
506454,402635,Male,July,2005.0,May,1.0,
506454,402636,Female,August,1997.0,May,1.0,
506454,402637,Male,January,2000.0,May,1.0,
506454,698920,Female,November,2014.0,May,1.0,
506454,777801,Female,July,2010.0,May,1.0,
506455,320147,Female,May,1935.0,April,1.0,
506455,407081,Male,August,2007.0,April,1.0,
506458,304993,Male,October,1970.0,May,1.0,
506459,492611,Male,April,2005.0,March,1.0,
506459,492730,Female,September,2002.0,March,1.0,
506459,731897,Female,December,1975.0,March,1.0,
506459,748331,Female,July,1996.0,March,1.0,
506461,381117,Male,February,1992.0,August,1.0,
506462,320067,Female,July,1960.0,March,1.0,
506463,314729,Female,August,1991.0,August,1.0,
506463,408561,Female,November,2007.0,August,1.0,
506463,581804,Female,August,1929.0,August,1.0,
506463,614757,Male,May,2013.0,August,1.0,
506463,643873,Female,April,2015.0,August,1.0,
506464,316909,Male,March,1956.0,March,1.0,
506464,316930,Female,December,1991.0,March,1.0,
506464,620870,Female,November,2008.0,March,1.0,
506464,659323,Female,October,2015.0,March,1.0,
506464,724707,Male,March,1981.0,March,1.0,
506464,724708,Male,September,1980.0,March,1.0,
506465,323515,Male,October,1980.0,September,2.0,3.0
506466,408807,Female,July,1996.0,June,1.0,
506467,310300,Male,April,1987.0,May,1.0,2.0
506467,705647,Female,December,2011.0,May,1.0,
506467,714859,Female,January,1989.0,May,1.0,2.0
506467,737479,Female,December,2011.0,May,1.0,
506469,317583,Female,December,1966.0,July,1.0,2.0
506469,409961,Female,December,2007.0,July,1.0,
506469,721959,Male,March,1961.0,July,1.0,2.0
506469,721961,Male,April,1998.0,July,1.0,
506471,319944,Female,April,1972.0,April,1.0,1.0
506471,410954,Female,December,2001.0,April,1.0,
506471,620259,Female,February,2009.0,April,1.0,
506471,748015,Male,June,2012.0,April,1.0,
506472,501712,Female,December,1933.0,June,1.0,
506472,760545,Male,June,2008.0,June,1.0,
506472,767148,Female,June,1971.0,June,1.0,
506473,303417,Female,September,1968.0,March,1.0,1.0
506473,405778,Female,April,2003.0,March,1.0,
506473,620405,Female,April,2009.0,March,1.0,
506473,630861,Male,May,2012.0,March,1.0,
506474,381072,Male,August,1979.0,May,1.0,1.0
506474,777878,Female,September,1988.0,May,1.0,1.0
506477,316330,Female,April,1983.0,September,1.0,
506477,678703,Male,March,2015.0,September,1.0,
506479,313885,Male,July,1946.0,July,1.0,
506480,315304,Female,September,1991.0,March,1.0,
506480,315305,Female,September,1993.0,March,1.0,
506481,307947,Female,January,1992.0,July,1.0,
506481,615603,Female,April,2012.0,July,1.0,
506481,633045,Female,November,2016.0,July,1.0,
506481,701063,Male,March,2016.0,July,1.0,
506481,708010,Female,April,2010.0,July,1.0,
506481,737362,Male,August,2013.0,July,1.0,
506481,740423,Female,June,1990.0,July,1.0,
506481,746023,Female,June,1997.0,July,1.0,
506481,750734,Male,December,2013.0,July,1.0,
506481,796632,Female,January,2012.0,July,1.0,
506485,318363,Female,May,1973.0,June,1.0,3.0
506485,406109,Male,October,1997.0,June,1.0,3.0
506485,406144,Male,September,2007.0,June,1.0,
506485,627964,Female,May,2014.0,June,1.0,
506485,726243,Female,February,2008.0,June,1.0,
506485,757168,Female,October,1987.0,June,1.0,3.0
506485,773925,Male,June,2015.0,June,1.0,
506485,777597,Male,February,2014.0,June,1.0,
506486,302078,Female,March,1981.0,June,1.0,2.0
506486,616410,Female,October,2012.0,June,1.0,
506486,780872,Male,March,1981.0,June,1.0,2.0
506488,308521,Female,February,1941.0,June,1.0,
506489,381515,Female,March,1972.0,April,1.0,
506489,481197,Male,March,1993.0,April,1.0,
506489,481338,Female,December,1996.0,April,1.0,
506490,301997,Male,February,1986.0,April,1.0,3.0
506490,712175,Male,April,2001.0,April,1.0,
506490,730924,Female,December,1957.0,April,1.0,
506490,731229,Male,October,1997.0,April,1.0,
506490,733829,Male,September,1992.0,April,1.0,3.0
506491,700850,Female,May,2013.0,September,1.0,
506492,636289,Female,August,1970.0,October,3.0,2.0
506492,648150,Male,December,1978.0,October,3.0,2.0
506492,680676,Male,January,2014.0,October,3.0,
506492,705136,Female,January,1995.0,October,,
506493,615018,Female,February,1978.0,July,4.0,1.0
506493,649417,Male,November,2000.0,July,4.0,
506493,681155,Male,October,2003.0,July,4.0,
506493,681222,Male,June,1980.0,July,4.0,1.0
506495,701992,Male,November,1950.0,March,2.0,1.0
506495,737000,Male,March,1979.0,March,2.0,
506495,748770,Male,March,1981.0,March,2.0,
506495,777048,Male,January,2001.0,March,2.0,
506495,783669,Male,August,1975.0,March,2.0,1.0
506495,799655,Female,July,1947.0,March,2.0,1.0
506498,324323,Male,January,1964.0,June,1.0,1.0
506498,324324,Female,August,1970.0,June,1.0,1.0
506498,412171,Female,December,2002.0,June,1.0,
506499,301399,Male,January,1972.0,August,1.0,2.0
506499,311222,Female,July,1972.0,August,1.0,2.0
506499,408822,Female,June,1994.0,August,1.0,
506499,491604,Female,July,2004.0,August,1.0,
506499,492679,Female,November,1999.0,August,1.0,
506499,620277,Female,December,2008.0,August,1.0,
506499,651276,Female,August,2013.0,August,1.0,
506499,694569,Male,February,2017.0,August,1.0,
506500,771346,Female,August,2016.0,June,1.0,
506500,793637,Female,July,1968.0,June,1.0,1.0
506501,320945,Female,June,1985.0,November,2.0,
506501,321076,Female,February,1962.0,November,2.0,
506501,321079,Male,April,1989.0,November,2.0,
506503,301342,Male,November,1985.0,June,1.0,
506504,304224,Male,June,1955.0,April,1.0,1.0
506504,304232,Male,November,1989.0,April,1.0,
506504,304233,Female,November,1954.0,April,1.0,1.0
506504,402221,Female,February,2006.0,April,1.0,
506505,303654,Female,March,1965.0,April,1.0,2.0
506505,708506,Male,July,1961.0,April,1.0,2.0
506506,323311,Female,March,1971.0,May,2.0,
506506,324161,Male,November,1990.0,May,2.0,
506506,411829,Female,November,2003.0,May,2.0,
506506,411832,Female,August,2001.0,May,2.0,
506506,411833,Female,December,1998.0,May,2.0,
506506,411867,Male,March,2006.0,May,2.0,
506506,412648,Male,July,1994.0,May,2.0,
506506,412649,Female,November,1997.0,May,2.0,
506506,470050,Male,January,2007.0,May,2.0,
506506,630302,Female,September,2011.0,May,2.0,
506506,631271,Female,April,2017.0,May,2.0,
506506,681284,Female,May,2016.0,May,2.0,
506506,755122,Male,December,1993.0,May,2.0,
506507,323795,Male,September,1968.0,August,2.0,
506507,501953,Female,August,1935.0,August,2.0,
506507,733245,Female,May,1956.0,August,2.0,
506508,591410,Male,January,1980.0,August,1.0,
506509,319053,Male,October,1978.0,May,2.0,2.0
506509,730526,Female,February,1985.0,May,2.0,3.0
506509,730756,Male,May,2009.0,May,2.0,
506509,734698,Male,July,2006.0,May,2.0,
506510,403296,Female,April,2004.0,March,1.0,
506510,731588,Female,November,1949.0,March,1.0,1.0
506510,733153,Female,March,1969.0,March,1.0,
506510,733253,Male,September,2006.0,March,1.0,
506510,736683,Male,September,1950.0,March,1.0,1.0
506511,314009,Male,September,1989.0,June,1.0,2.0
506511,764925,Female,October,1990.0,June,1.0,2.0
506512,302608,Male,February,1961.0,November,4.0,1.0
506512,307940,Female,December,1962.0,November,4.0,1.0
506512,491516,Female,May,2003.0,November,4.0,
506512,491520,Female,February,1996.0,November,4.0,
506515,319190,Female,August,1948.0,May,1.0,1.0
506515,319367,Male,June,1941.0,May,1.0,1.0
506515,411297,Male,March,1994.0,May,1.0,
506515,411305,Female,July,2007.0,May,1.0,
506516,306588,Male,November,1992.0,March,1.0,
506516,714888,Female,November,2003.0,March,1.0,
506516,766747,Female,September,1984.0,March,1.0,
506517,304238,Male,April,1954.0,April,1.0,
506518,319217,Female,April,1992.0,November,2.0,
506518,620248,Male,December,2008.0,November,2.0,
506518,733020,Male,November,1962.0,November,2.0,
506519,311716,Female,January,1964.0,May,1.0,2.0
506519,403437,Male,July,1997.0,May,1.0,
506519,701227,Male,April,1967.0,May,1.0,2.0
506519,729307,Male,May,1978.0,May,1.0,
506520,303217,Female,November,1927.0,March,1.0,
506520,723664,Male,March,2007.0,March,1.0,
506520,723665,Male,April,2000.0,March,1.0,
506525,315956,Male,November,1993.0,July,1.0,3.0
506527,323501,Female,September,1980.0,August,2.0,2.0
506527,412205,Female,December,2004.0,August,2.0,
506527,674208,Male,June,2011.0,August,2.0,
506527,766300,Male,October,1988.0,August,2.0,2.0
506528,302974,Female,April,1986.0,June,1.0,1.0
506528,740992,Male,September,1981.0,June,1.0,1.0
506529,768129,Male,May,1979.0,June,1.0,2.0
506530,408407,Female,August,1990.0,September,1.0,
506530,607992,Male,June,2012.0,September,1.0,
506531,316842,Female,September,1949.0,August,1.0,
506531,798599,Female,July,2003.0,August,1.0,
506532,410380,Male,October,2000.0,March,2.0,
506532,737417,Female,May,1978.0,March,2.0,1.0
506533,401924,Male,February,2007.0,February,1.0,
506533,739410,Male,May,1975.0,February,1.0,
506534,470379,Male,October,1996.0,December,2.0,3.0
506534,491166,Male,,1996.0,December,2.0,3.0
506534,712053,Female,August,1967.0,December,2.0,2.0
506534,713342,Male,May,1967.0,December,2.0,2.0
506534,742174,Female,May,1995.0,December,2.0,3.0
506536,582377,Male,November,1986.0,February,1.0,
506536,714081,Male,September,2010.0,February,1.0,
506536,728104,Female,December,1987.0,February,1.0,
506536,732337,Female,November,1957.0,February,1.0,
506536,756918,Female,October,2008.0,February,1.0,
506536,791786,Female,February,1997.0,February,1.0,
506540,312651,Female,March,1988.0,August,3.0,1.0
506540,692975,Female,December,2015.0,August,3.0,
506540,748061,Male,October,1982.0,August,3.0,1.0
506543,320230,Male,June,1982.0,April,2.0,2.0
506543,320261,Female,November,1978.0,April,2.0,2.0
506543,411536,Male,June,2005.0,April,2.0,
506543,620256,Female,March,2008.0,April,2.0,
506544,304001,Female,August,1954.0,May,2.0,
506544,304003,Male,January,1989.0,May,2.0,
506544,306408,Female,July,1991.0,May,2.0,
506544,306409,Female,February,1986.0,May,2.0,
506544,310055,Male,December,1983.0,May,1.0,
506544,492414,Female,July,2007.0,May,2.0,
506544,492503,Male,March,2005.0,May,1.0,
506544,492701,Male,February,2004.0,May,1.0,
506544,492702,Female,March,2000.0,May,2.0,
506544,492703,Male,December,2006.0,May,2.0,
506544,492704,Female,November,2007.0,May,1.0,
506544,616917,Female,July,2013.0,May,1.0,
506544,620289,Female,December,2008.0,May,1.0,
506544,637391,Male,November,2012.0,May,1.0,
506544,698600,Female,October,2014.0,May,1.0,
506545,591166,Female,August,1990.0,April,1.0,1.0
506545,619512,Male,August,2015.0,April,1.0,
506545,622500,Female,April,2013.0,April,1.0,
506546,322612,Male,February,1983.0,May,2.0,2.0
506546,781945,Female,November,1983.0,May,2.0,2.0
506547,323899,Male,June,1944.0,October,2.0,1.0
506547,391099,Female,September,1954.0,October,2.0,1.0
506548,304611,Male,May,1988.0,June,1.0,1.0
506548,706138,Female,May,1988.0,June,1.0,1.0
506549,322107,Female,February,1976.0,September,2.0,
506549,323327,Female,June,1980.0,September,2.0,
506549,323355,Male,December,1954.0,September,2.0,1.0
506549,323356,Female,November,1958.0,September,2.0,1.0
506549,412108,Female,March,1995.0,September,2.0,
506549,412109,Male,July,1998.0,September,2.0,
506549,502096,Female,February,1939.0,September,2.0,2.0
506549,630823,Male,February,2010.0,September,2.0,
506550,318928,Female,April,1960.0,July,1.0,
506550,755393,Male,June,1974.0,July,1.0,
506550,768882,Female,March,1954.0,July,1.0,
506552,323755,Male,November,1979.0,August,2.0,
506553,303251,Male,August,1991.0,May,1.0,
506554,319814,Female,January,1977.0,March,1.0,3.0
506554,610708,Female,June,2014.0,March,1.0,
506554,630522,Female,October,2011.0,March,1.0,
506554,724012,Male,September,2002.0,March,1.0,
506557,641095,Male,March,1980.0,October,4.0,1.0
506557,662768,Male,November,2016.0,October,4.0,
506557,676463,Female,March,1979.0,October,4.0,1.0
506558,323135,Male,December,1962.0,November,2.0,1.0
506558,323140,Female,May,1963.0,November,2.0,1.0
506559,303072,Male,January,1986.0,March,1.0,2.0
506559,306671,Female,January,1966.0,March,1.0,
506559,310006,Male,February,1988.0,March,1.0,
506559,401332,Female,September,2003.0,March,1.0,
506559,403011,Male,June,1994.0,March,1.0,
506559,723520,Female,October,1983.0,March,2.0,2.0
506559,723522,Female,September,2008.0,March,1.0,
506559,773257,Male,November,2012.0,March,2.0,
506560,318377,Female,July,1986.0,July,1.0,
506560,318383,Female,January,1992.0,July,1.0,
506560,406112,Female,February,2006.0,July,1.0,
506560,406113,Female,April,1995.0,July,1.0,
506560,406114,Male,May,2002.0,July,1.0,
506560,406115,Male,February,2003.0,July,1.0,
506560,630009,Female,June,2011.0,July,1.0,
506560,635469,Male,January,2012.0,July,1.0,
506560,662900,Female,April,2013.0,July,1.0,
506560,765971,Male,October,2012.0,July,1.0,
506561,305631,Male,June,1987.0,October,1.0,
506562,381251,Female,September,1992.0,April,1.0,
506562,620937,Female,February,2009.0,April,1.0,
506562,653027,Male,April,2016.0,April,1.0,
506562,725959,Female,June,2007.0,April,1.0,
506562,725960,Female,September,1974.0,April,1.0,3.0
506562,725961,Female,February,1990.0,April,1.0,
506562,725962,Male,June,2004.0,April,1.0,
506562,725963,Male,October,2001.0,April,1.0,
506562,725964,Female,December,1955.0,April,1.0,
506562,725965,Female,August,2010.0,April,1.0,
506562,725966,Male,August,2010.0,April,1.0,
506562,748205,Male,May,2000.0,April,1.0,
506562,775020,Female,April,2017.0,April,1.0,
506562,785338,Female,May,2000.0,April,1.0,3.0
506563,310127,Male,November,1975.0,April,1.0,1.0
506563,704342,Female,November,1989.0,April,1.0,1.0
506563,737854,Female,July,2009.0,April,1.0,
506564,315455,Female,July,1974.0,April,1.0,
506564,407338,Male,November,2001.0,April,1.0,
506564,407373,Male,January,1999.0,April,1.0,
506564,734307,Female,November,1995.0,April,1.0,
506564,739898,Female,September,2012.0,April,1.0,
506564,739908,Female,December,2012.0,April,1.0,
506565,650105,Female,May,1945.0,October,4.0,
506566,306657,Female,September,1960.0,May,1.0,
506566,718959,Female,October,1996.0,May,1.0,
506566,720482,Male,November,2004.0,May,1.0,
506566,733248,Female,September,1998.0,May,1.0,
506567,639509,Female,May,1978.0,September,4.0,1.0
506567,645971,Male,March,2017.0,September,4.0,
506567,668384,Male,December,1989.0,September,4.0,1.0
506568,757410,Male,September,1991.0,November,1.0,2.0
506570,322059,Male,August,1962.0,May,2.0,1.0
506570,323437,Male,August,1982.0,May,2.0,1.0
506570,323450,Female,April,1965.0,May,2.0,1.0
506570,761012,Male,July,2002.0,May,2.0,
506570,783272,Female,November,2013.0,May,2.0,
506570,792115,Female,February,1985.0,May,2.0,1.0
506571,323793,Male,August,1960.0,August,2.0,1.0
506571,323794,Female,November,1959.0,August,2.0,1.0
506571,412254,Male,July,2000.0,August,2.0,
506571,412286,Female,August,1996.0,August,2.0,
506571,785511,Male,April,1983.0,August,2.0,
506572,312797,Male,January,1954.0,June,1.0,
506572,409275,Female,March,1999.0,June,1.0,
506572,409276,Male,December,1996.0,June,1.0,
506572,717556,Male,July,1994.0,June,1.0,
506572,782355,Male,September,2009.0,June,1.0,
506572,789530,Male,March,1983.0,June,1.0,
506573,323324,Female,September,1958.0,May,2.0,1.0
506573,733038,Male,June,1965.0,May,2.0,1.0
506575,306167,Female,April,1993.0,March,1.0,3.0
506575,306171,Female,January,1961.0,March,1.0,1.0
506575,308027,Male,March,1988.0,March,1.0,3.0
506575,308411,Male,June,1990.0,March,1.0,3.0
506575,308436,Female,January,1992.0,March,1.0,3.0
506575,308438,Male,August,1956.0,March,1.0,1.0
506575,401592,Male,March,2006.0,March,1.0,
506575,402746,Female,May,1998.0,March,1.0,3.0
506575,402747,Male,March,1999.0,March,1.0,3.0
506575,614245,Female,May,2012.0,March,1.0,
506575,620143,Male,November,2009.0,March,1.0,
506576,311814,Female,May,1977.0,August,1.0,2.0
506576,728802,Male,September,1984.0,August,1.0,2.0
506577,301890,Female,June,1988.0,April,1.0,
506577,301892,Male,April,1991.0,April,1.0,
506577,310288,Male,April,1992.0,April,1.0,
506577,631062,Female,April,2010.0,April,1.0,
506577,642554,Male,December,2015.0,April,1.0,
506577,726265,Male,,1986.0,April,1.0,
506577,730162,Female,March,1996.0,April,1.0,
506577,732681,Female,March,1960.0,April,1.0,
506577,735214,Male,December,1996.0,April,1.0,
506577,772074,Female,November,2002.0,April,1.0,
506578,492002,Female,May,2000.0,March,1.0,
506578,712037,Female,March,1989.0,March,1.0,
506578,714435,Female,August,1993.0,March,1.0,
506578,747680,Male,May,1974.0,March,1.0,
506578,748273,Male,April,2010.0,March,1.0,
506578,753270,Male,September,1963.0,March,1.0,
506578,772355,Male,March,2012.0,March,1.0,
506578,772864,Male,August,2002.0,March,1.0,
506578,794883,Female,March,1997.0,March,1.0,
506579,316517,Female,March,1993.0,April,1.0,3.0
506579,316524,Female,September,1962.0,April,1.0,3.0
506579,316525,Female,February,1990.0,April,1.0,3.0
506579,316526,Female,January,1986.0,April,1.0,3.0
506579,316527,Male,September,1980.0,April,1.0,3.0
506579,406385,Male,February,1994.0,April,1.0,3.0
506579,407352,Male,February,2007.0,April,1.0,
506579,409582,Male,May,2002.0,April,1.0,
506579,409583,Female,May,2002.0,April,1.0,
506579,409837,Female,August,2007.0,April,1.0,
506579,630632,Female,February,2010.0,April,1.0,
506579,693573,Female,January,2017.0,April,1.0,
506581,301480,Female,June,1956.0,March,1.0,
506581,301481,Male,June,1988.0,March,1.0,
506581,720689,Female,December,1991.0,March,1.0,3.0
506582,303238,Female,November,1956.0,March,1.0,1.0
506582,780247,Female,November,2011.0,March,1.0,
506583,304807,Female,November,1970.0,March,1.0,1.0
506583,401291,Male,August,1997.0,March,1.0,
506583,401293,Male,September,2002.0,March,1.0,
506583,401294,Male,September,2000.0,March,1.0,
506583,752693,Male,February,1966.0,March,1.0,1.0
506584,314070,Female,February,1978.0,June,1.0,
506584,407138,Male,March,1998.0,June,1.0,
506584,407139,Male,February,2008.0,June,1.0,
506585,304192,Female,December,1950.0,April,1.0,1.0
506585,304193,Female,April,1987.0,April,1.0,
506585,667892,Female,July,2014.0,April,1.0,
506585,674923,Male,July,2013.0,April,1.0,
506587,676124,Male,April,1974.0,September,4.0,
506588,317472,Female,September,1950.0,February,1.0,
506588,407688,Female,March,2001.0,February,1.0,
506588,407689,Female,April,2004.0,February,1.0,
506588,407702,Male,May,2004.0,February,1.0,
506588,407703,Male,May,2002.0,February,1.0,
506589,309164,Male,February,1959.0,March,1.0,
506590,492421,Male,November,1997.0,March,1.0,
506590,708000,Male,July,1976.0,March,1.0,1.0
506590,771024,Female,April,1979.0,March,1.0,1.0
506591,401838,Female,June,1997.0,April,1.0,
506591,401839,Male,March,1999.0,April,1.0,
506591,767560,Male,November,2007.0,April,1.0,
506591,787550,Female,May,1991.0,April,1.0,3.0
506592,410827,Female,August,1997.0,October,4.0,2.0
506592,706734,Male,June,1974.0,October,4.0,2.0
506592,749795,Female,January,2000.0,October,4.0,
506593,405880,Male,March,2006.0,August,1.0,
506593,733884,Female,March,1972.0,August,1.0,3.0
506594,302509,Female,June,1958.0,March,1.0,1.0
506594,302510,Female,April,1991.0,March,1.0,
506594,600724,Male,November,2013.0,March,1.0,
506594,665401,Female,October,2011.0,March,1.0,
506594,723409,Male,September,1993.0,March,1.0,
506594,758339,Male,February,2007.0,March,1.0,
506594,784702,Male,August,1955.0,March,1.0,1.0
506596,319690,Male,May,1959.0,August,1.0,1.0
506596,320851,Female,October,1966.0,August,1.0,1.0
506597,309864,Female,February,1967.0,June,1.0,
506597,309882,Female,November,1986.0,June,1.0,
506597,309883,Male,April,1992.0,June,1.0,
506597,726226,Male,November,2007.0,June,1.0,
506598,315458,Female,June,1949.0,June,1.0,
506598,315459,Male,November,1982.0,June,1.0,
506598,749238,Male,April,2013.0,June,1.0,
506599,318843,Male,October,1990.0,May,1.0,
506599,759426,Male,June,1983.0,May,1.0,
506599,795425,Male,March,1961.0,May,1.0,
506600,307030,Male,May,1980.0,September,1.0,
506601,304309,Male,November,1970.0,February,1.0,1.0
506601,402737,Female,December,2000.0,February,1.0,
506601,402738,Female,October,2004.0,February,1.0,
506601,581841,Female,April,1978.0,February,1.0,1.0
506601,606505,Male,November,2011.0,February,1.0,
506601,684696,Male,December,2016.0,February,1.0,
506602,403568,Male,November,1993.0,April,1.0,3.0
506602,754793,Male,March,1997.0,April,1.0,3.0
506603,314090,Female,July,1986.0,February,1.0,
506603,620642,Male,February,2009.0,February,1.0,
506604,317690,Female,July,1972.0,July,1.0,3.0
506605,305147,Male,August,1974.0,August,1.0,1.0
506605,701774,Female,November,2014.0,August,1.0,
506605,759473,Male,December,2015.0,August,1.0,
506605,791729,Female,February,2009.0,August,1.0,
506605,792571,Female,July,1978.0,August,1.0,1.0
506606,317566,Male,June,1989.0,September,1.0,
506606,318393,Male,February,1953.0,September,1.0,1.0
506606,731178,Female,September,1956.0,September,1.0,1.0
506606,733401,Male,January,1977.0,September,1.0,
506606,733539,Male,September,2008.0,September,1.0,
506606,735347,Female,November,2001.0,September,1.0,
506606,736141,Female,June,1989.0,September,1.0,
506606,736741,Male,November,2012.0,September,1.0,
506607,305228,Female,May,1975.0,June,1.0,2.0
506607,714841,Male,July,1957.0,June,2.0,2.0
506607,719429,Female,December,2001.0,June,2.0,
506608,411379,Male,September,1999.0,February,1.0,
506608,713393,Female,June,1995.0,February,1.0,
506608,752811,Female,August,1963.0,February,1.0,1.0
506608,761883,Male,June,2011.0,February,1.0,
506608,762781,Male,January,2012.0,February,1.0,
506608,773519,Male,February,1960.0,February,1.0,1.0
506608,777934,Male,July,1997.0,February,1.0,
506608,780442,Male,November,1986.0,February,1.0,
506609,323744,Male,April,1988.0,July,2.0,2.0
506609,769740,Female,December,1978.0,July,2.0,2.0
506610,311949,Female,December,1976.0,September,1.0,
506611,313862,Female,June,1991.0,March,1.0,
506611,724584,Female,September,1969.0,March,1.0,
506612,729962,Male,July,1952.0,March,1.0,1.0
506612,743045,Female,April,2000.0,March,1.0,
506612,749887,Male,January,2017.0,March,1.0,
506612,756299,Female,November,2010.0,March,1.0,
506612,763691,Male,May,2011.0,March,1.0,
506612,763845,Female,January,2012.0,March,1.0,
506612,767552,Female,May,2010.0,March,1.0,
506612,772345,Male,November,2016.0,March,1.0,
506612,773037,Female,December,1985.0,March,1.0,3.0
506612,791480,Female,August,2006.0,March,1.0,
506612,795050,Female,November,1992.0,March,1.0,3.0
506612,796034,Female,December,1956.0,March,1.0,1.0
506613,319434,Female,April,1962.0,May,1.0,1.0
506613,319435,Male,July,1952.0,May,1.0,1.0
506613,410956,Female,June,1993.0,May,1.0,
506613,410957,Male,July,1994.0,May,1.0,
506613,410958,Male,June,2001.0,May,1.0,
506613,410989,Male,July,1994.0,May,1.0,
506613,663875,Female,May,2014.0,May,1.0,
506613,789529,Female,April,2015.0,May,1.0,
506613,793315,Female,March,1973.0,May,1.0,
506614,681577,Male,October,2014.0,March,1.0,
506614,727944,Male,March,2007.0,March,1.0,
506614,754544,Female,February,1963.0,March,1.0,1.0
506614,766039,Male,January,1955.0,March,1.0,1.0
506614,770224,Male,November,1991.0,March,1.0,
506614,780695,Male,April,2005.0,March,1.0,
506616,301720,Female,May,1984.0,February,1.0,1.0
506616,301727,Male,June,1975.0,February,1.0,1.0
506616,602498,Female,December,2011.0,February,1.0,
506616,620804,Male,July,2009.0,February,1.0,
506616,724058,Male,March,2003.0,February,1.0,
506617,411844,Female,August,2002.0,March,1.0,
506617,411845,Female,March,2006.0,March,1.0,
506617,411846,Male,December,2007.0,March,1.0,
506617,411847,Female,June,1998.0,March,1.0,
506617,411849,Female,September,1995.0,March,1.0,
506617,470393,Female,June,1994.0,March,1.0,
506617,591433,Male,January,1973.0,March,1.0,
506617,620543,Male,November,2009.0,March,1.0,
506618,303191,Male,March,1992.0,August,1.0,
506618,704730,Female,September,1971.0,August,1.0,
506618,728680,Male,October,1996.0,August,1.0,
506618,735051,Female,May,2005.0,August,1.0,
506618,768072,Female,September,2012.0,August,1.0,
506618,799110,Male,February,2012.0,August,1.0,
506618,799455,Male,November,2009.0,August,1.0,
506620,322594,Female,December,1989.0,April,1.0,
506620,635186,Female,January,2011.0,April,1.0,
506620,646280,Female,September,2013.0,April,1.0,
506620,686558,Female,June,2016.0,April,1.0,
506621,409324,Male,June,2003.0,June,1.0,
506621,409325,Male,March,2006.0,June,1.0,
506621,725295,Female,April,1972.0,June,1.0,
506621,725296,Female,August,1997.0,June,1.0,
506621,725297,Female,March,2000.0,June,1.0,
506621,797282,Male,September,2015.0,June,1.0,
506622,308723,Male,March,1954.0,April,1.0,
506624,301317,Male,February,1940.0,February,1.0,1.0
506624,301318,Female,October,1960.0,February,1.0,1.0
506624,402146,Female,December,1999.0,February,1.0,
506624,402179,Female,September,2006.0,February,1.0,
506624,705663,Male,December,2013.0,February,1.0,
506626,313623,Female,July,1944.0,March,3.0,
506626,728319,Male,November,1966.0,March,3.0,
506627,301300,Female,January,1983.0,February,1.0,
506627,711310,Female,April,1998.0,February,1.0,
506627,711977,Female,May,1999.0,February,1.0,
506627,737944,Female,September,2015.0,February,1.0,
506628,322327,Female,August,1946.0,April,2.0,1.0
