hhid,mrt24mnth,mrtdod_m1,mrtdod_y1,mrtdod_m2,mrtdod_y2,toishr,enrgelec,refrem,empl,rent,grn,tinc,ownrad,ownhif,owntel,ownsat,ownvid,owncom,owncam,owncel,ownelestv,owngasstv,ownparstv,ownmic,ownfrg,ownwsh,ownvehpri,mrtage1,mrtage2,dwltyp,watsrc,watdis,toi,enrgck,enrght,enrglght,tinc_brac1,tinc_brac2,tinc_brac3,tinc_brac4,tinc_brac5,tinc_brac6,tellnd,prov,geo
510582,Yes,October,2016.0,,,No,Yes,Yes,No,No,Yes,2360.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,54.0,,1.0,1.0,,1.0,1.0,4.0,1.0,,,,,,,3.0,4.0,3
510584,No,,,,,Yes,Yes,No,No,No,Yes,3060.0,No,No,Yes,No,No,,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,3.0,9.0,2
510585,No,,,,,No,Yes,No,Yes,No,Yes,4000.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
510586,No,,,,,No,Yes,Yes,Yes,No,Yes,7960.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,3.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
510587,No,,,,,No,No,No,No,No,Yes,1960.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,9.0,5.0,5.0,5.0,5.0,7.0,,,,,,,3.0,2.0,2
510588,No,,,,,No,Yes,Yes,Yes,No,Yes,4500.0,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,,,7.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510589,No,,,,,Yes,Yes,Yes,Yes,No,No,45000.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
510590,No,,,,,No,Yes,No,Yes,No,No,23000.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,4.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,3.0,2
510591,No,,,,,No,Yes,No,Yes,No,No,12500.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,6.0,2.0,,4.0,1.0,5.0,1.0,,,,,,,3.0,5.0,2
510592,No,,,,,No,Yes,No,No,No,Yes,1860.0,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,,,4.0,,6.0,5.0,5.0,1.0,,,,,,,3.0,5.0,2
510593,No,,,,,No,Yes,No,Yes,No,Yes,10000.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,5.0,1.0,11.0,1.0,,,,,,,3.0,5.0,3
510597,No,,,,,Yes,No,No,No,No,No,5000.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,6.0,1.0,2.0,4.0,4.0,4.0,,,,,,,3.0,4.0,3
510599,Yes,March,2017.0,,,No,Yes,No,No,No,Yes,0.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,103.0,,1.0,1.0,,5.0,5.0,5.0,1.0,,,,,,,3.0,9.0,2
510600,No,,,,,No,Yes,Yes,Yes,No,Yes,3500.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,4.0,1.0,,,,,,,3.0,2.0,3
510601,No,,,,,Yes,Yes,Yes,Yes,No,No,15000.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510602,No,,,,,No,Yes,No,No,No,Yes,5000.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
510604,No,,,,,No,Yes,No,No,No,Yes,14000.0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,5.0,,5.0,5.0,5.0,1.0,,,,,,,3.0,9.0,2
510605,No,,,,,Yes,Yes,Yes,Yes,Yes,Yes,5000.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
510606,No,,,,,No,Yes,Yes,No,No,Yes,3500.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
510607,No,,,,,Yes,Yes,Yes,Yes,No,Yes,4500.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,6.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510608,No,,,,,No,No,No,No,No,Yes,1600.0,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,1.0,3.0,1.0,5.0,5.0,5.0,7.0,,,,,,,3.0,4.0,1
510610,Yes,March,2016.0,,,No,Yes,No,Yes,No,Yes,5000.0,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,53.0,,1.0,3.0,1.0,4.0,1.0,5.0,1.0,,,,,,,3.0,2.0,2
510612,No,,,,,Yes,Yes,Yes,Yes,No,No,1500.0,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
510614,No,,,,,No,Yes,Yes,Yes,No,No,10000.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
510615,No,,,,,Yes,Yes,Yes,Yes,No,Yes,3500.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,2.0,3
510616,No,,,,,Yes,Yes,Yes,Yes,No,Yes,7000.0,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,,7.0,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,6.0,3
510617,No,,,,,No,Yes,Yes,Yes,No,No,50000.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,2.0,1.0,3.0,1.0,,,,,,,1.0,7.0,3
510618,No,,,,,No,Yes,No,No,No,Yes,1600.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
510619,No,,,,,No,No,No,Yes,No,Yes,4200.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,3.0,1.0,5.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
510621,No,,,,,No,No,No,Yes,No,No,7000.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
510622,No,,,,,No,Yes,Yes,Yes,No,No,7000.0,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,,,4.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,9.0,3
510623,No,,,,,Yes,Yes,No,Yes,No,No,3500.0,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,5.0,1
510625,No,,,,,No,Yes,Yes,Yes,No,Yes,3000.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,6.0,1
510626,No,,,,,No,No,No,Yes,No,Yes,4000.0,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,,,,3.0,2.0,5.0,3.0,5.0,7.0,,,,,,,3.0,3.0,3
510627,No,,,,,No,Yes,No,Yes,No,No,,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,9.0,2
510628,No,,,,,No,Yes,No,Yes,No,No,4100.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,Yes,No,No,No,,,1.0,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,4.0,1
510629,No,,,,,No,Yes,No,Yes,No,No,2800.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,1.0,3.0,1.0,5.0,1.0,1.0,1.0,,,,,,,3.0,2.0,2
510630,No,,,,,No,Yes,Yes,Yes,Yes,No,200000.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,2.0,3.0,1.0,1.0,,,,,,,1.0,7.0,3
510631,No,,,,,Yes,Yes,Yes,Yes,No,No,10000.0,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,9.0,2.0,,1.0,1.0,11.0,1.0,,,,,,,3.0,7.0,3
510632,No,,,,,No,Yes,No,No,No,Yes,2440.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,2.0,,4.0,5.0,5.0,1.0,,,,,,,3.0,5.0,2
510633,No,,,,,No,Yes,No,No,No,No,3000.0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,,1.0,3.0,6.0,5.0,5.0,5.0,1.0,,,,,,,3.0,8.0,2
510634,No,,,,,No,Yes,Yes,Yes,No,Yes,9800.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,8.0,2
510636,No,,,,,No,Yes,Yes,Yes,No,No,3700.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,11.0,1.0,,,,,,,3.0,1.0,3
510637,No,,,,,No,Yes,Yes,Yes,Yes,No,32000.0,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,8.0,3
510638,No,,,,,No,Yes,No,Yes,No,Yes,3020.0,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,9.0,,5.0,5.0,5.0,1.0,,,,,,,3.0,5.0,2
510640,No,,,,,Yes,Yes,No,No,No,Yes,2500.0,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,5.0,1.0,,,,,,,3.0,1.0,1
510641,No,,,,,Yes,Yes,Yes,Yes,No,Yes,4095.0,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,,,,2.0,,2.0,1.0,6.0,1.0,,,,,,,3.0,8.0,3
510642,No,,,,,,No,No,Yes,No,No,2000.0,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,1.0,4.0,1.0,7.0,4.0,4.0,7.0,,,,,,,3.0,5.0,1
510643,No,,,,,No,Yes,Yes,No,No,Yes,1200.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,1.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,2.0,3
510644,No,,,,,No,Yes,No,No,No,Yes,,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,,,6.0,12.0,2.0,5.0,5.0,11.0,1.0,3.0,2.0,,,,,3.0,9.0,2
510645,No,,,,,No,Yes,Yes,Yes,No,No,3000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,6.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
510646,No,,,,,,Yes,No,Yes,No,No,700.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,,2.0,,7.0,1.0,11.0,1.0,,,,,,,3.0,3.0,3
510648,No,,,,,No,Yes,Yes,No,No,Yes,3500.0,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,2.0,5.0,3
510650,No,,,,,No,Yes,Yes,Yes,No,No,15000.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,,,1.0,1.0,,1.0,1.0,4.0,1.0,,,,,,,3.0,1.0,3
510651,No,,,,,No,Yes,No,No,No,Yes,360.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,6.0,4.0,1.0,4.0,5.0,5.0,1.0,,,,,,,3.0,9.0,2
510652,No,,,,,No,Yes,No,Yes,No,Yes,4000.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,9.0,2
510654,No,,,,,No,Yes,No,No,No,Yes,1000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,3.0,1.0,5.0,1.0,1.0,1.0,,,,,,,3.0,2.0,2
510655,No,,,,,Yes,Yes,Yes,No,No,Yes,3800.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510657,No,,,,,No,Yes,No,No,No,No,900.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,3.0,2.0,5.0,1.0,11.0,1.0,,,,,,,,2.0,2
510658,No,,,,,No,Yes,No,Yes,No,No,13000.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,,,6.0,1.0,,1.0,3.0,1.0,1.0,,,,,,,3.0,8.0,3
510659,No,,,,,,No,No,Yes,No,Yes,11000.0,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,,,,3.0,1.0,7.0,4.0,11.0,7.0,,,,,,,3.0,6.0,3
510660,No,,,,,No,Yes,Yes,Yes,No,Yes,6520.0,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,,,1.0,1.0,,2.0,3.0,1.0,1.0,,,,,,,3.0,1.0,3
510661,No,,,,,No,Yes,No,Yes,No,Yes,5000.0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,,,1.0,1.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
510662,No,,,,,No,Yes,No,No,No,No,1500.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
510663,No,,,,,No,Yes,No,No,No,Yes,3200.0,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,,,,3.0,1.0,4.0,1.0,5.0,1.0,,,,,,,3.0,2.0,2
510664,No,,,,,No,Yes,Yes,Yes,No,No,28500.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
510665,No,,,,,Yes,Yes,Yes,Yes,No,No,,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,1.0,7.0,3
510666,No,,,,,No,Yes,No,No,No,Yes,1600.0,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,,,1.0,3.0,2.0,4.0,5.0,5.0,1.0,,,,,,,3.0,5.0,2
510667,No,,,,,Yes,Yes,No,Yes,No,No,14000.0,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,,,3.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
510668,No,,,,,No,Yes,No,Yes,No,No,800.0,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,,,1.0,3.0,1.0,4.0,4.0,11.0,4.0,,,,,,,3.0,2.0,2
510669,No,,,,,No,Yes,No,No,No,Yes,2800.0,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,,1.0,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,2.0,2
510671,No,,,,,No,Yes,No,No,No,Yes,1600.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,2.0,,5.0,1.0,11.0,1.0,,,,,,,3.0,9.0,2
510672,Yes,January,2016.0,,,No,Yes,Yes,Yes,No,Yes,1800.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,61.0,,1.0,1.0,,1.0,1.0,6.0,1.0,,,,,,,3.0,8.0,3
510673,No,,,,,No,Yes,No,No,No,Yes,2820.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,,3.0,2.0,5.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
510674,No,,,,,Yes,Yes,Yes,Yes,No,No,3600.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,3.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510675,No,,,,,Yes,Yes,Yes,Yes,No,No,4000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,,3.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
510676,No,,,,,No,Yes,Yes,No,No,No,3200.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,4.0,3
510677,No,,,,,Yes,Yes,Yes,No,No,No,2500.0,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,1.0,2.0,,2.0,1.0,11.0,1.0,,,,,,,3.0,5.0,3
510678,No,,,,,No,Yes,No,No,No,Yes,3000.0,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,8.0,5.0,5.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
510679,Yes,June,2016.0,,,No,Yes,No,No,No,Yes,660.0,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,83.0,,1.0,4.0,1.0,4.0,5.0,5.0,1.0,,,,,,,3.0,5.0,2
510680,No,,,,,No,Yes,Yes,Yes,No,Yes,9800.0,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,11.0,1.0,,,,,,,3.0,1.0,3
510681,No,,,,,Yes,Yes,Yes,No,Yes,No,750.0,No,Yes,Yes,No,Yes,,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510682,No,,,,,No,Yes,Yes,No,No,No,4500.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,2.0,3
510683,No,,,,,No,Yes,No,Yes,No,No,4500.0,No,No,Yes,No,No,No,No,Yes,Yes,,No,No,Yes,No,No,,,1.0,3.0,2.0,5.0,1.0,1.0,1.0,,,,,,,3.0,8.0,2
510684,No,,,,,Yes,Yes,No,Yes,No,No,2000.0,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,6.0,1.0,,2.0,4.0,1.0,1.0,,,,,,,3.0,2.0,3
510686,No,,,,,Yes,Yes,No,Yes,No,Yes,600.0,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,,3.0,,4.0,1.0,5.0,1.0,,,,,,,3.0,9.0,2
510687,No,,,,,Yes,Yes,No,Yes,No,No,2460.0,No,No,Yes,No,No,No,No,Yes,Yes,,No,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,1
510688,No,,,,,No,Yes,Yes,Yes,No,Yes,7032.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
510689,No,,,,,No,Yes,Yes,Yes,Yes,Yes,2500.0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
510690,No,,,,,No,Yes,No,Yes,No,Yes,5040.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,,,,3.0,1.0,4.0,1.0,5.0,1.0,,,,,,,3.0,5.0,2
510691,No,,,,,No,Yes,Yes,Yes,No,Yes,6340.0,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
510692,No,,,,,No,Yes,No,Yes,No,Yes,3240.0,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,,,1.0,2.0,,5.0,1.0,5.0,1.0,,,,,,,3.0,5.0,2
510696,Yes,April,2017.0,July,2015.0,No,Yes,Yes,Yes,No,Yes,15000.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,83.0,28.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
510697,No,,,,,No,No,Yes,Yes,No,No,800.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,9.0,3
510698,No,,,,,No,Yes,Yes,Yes,Yes,No,61000.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,3.0,1.0,,,,,,,3.0,7.0,3
510699,No,,,,,No,Yes,Yes,No,No,Yes,5000.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
510700,No,,,,,No,Yes,Yes,Yes,No,No,2000.0,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,,6.0,3.0,2.0,2.0,1.0,11.0,1.0,,,,,,,3.0,9.0,3
510702,No,,,,,No,Yes,No,Yes,No,Yes,5000.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,,,1.0,5.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
510703,No,,,,,No,Yes,No,No,No,No,500.0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
510704,No,,,,,Yes,Yes,No,Yes,No,Yes,4000.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,1.0,12.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
510705,No,,,,,No,Yes,Yes,Yes,No,No,15000.0,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,1
510706,No,,,,,No,Yes,No,No,No,No,1000.0,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,1.0,7.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,2.0,2
510707,Yes,November,2015.0,,,No,Yes,No,No,No,No,550.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,53.0,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,3.0,2.0,3
510708,No,,,,,No,Yes,No,Yes,No,Yes,5020.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,2.0,,5.0,1.0,5.0,1.0,,,,,,,3.0,3.0,2
510709,Yes,April,2015.0,,,No,Yes,No,Yes,No,Yes,2000.0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,34.0,,6.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,6.0,3
510710,No,,,,,No,Yes,Yes,Yes,No,Yes,7000.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510712,No,,,,,No,Yes,Yes,No,No,No,8000.0,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510713,No,,,,,Yes,No,No,Yes,No,No,4000.0,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,1.0,2.0,,5.0,4.0,4.0,7.0,,,,,,,3.0,5.0,1
510714,No,,,,,No,Yes,Yes,Yes,No,No,9000.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,3
510715,No,,,,,Yes,No,Yes,Yes,No,No,7200.0,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,1.0,1.0,,3.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
510716,No,,,,,No,Yes,Yes,Yes,No,No,20000.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510717,No,,,,,No,Yes,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,,,6.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
510720,No,,,,,No,Yes,Yes,No,,Yes,,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,,,6.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,3.0,7.0,1
510721,No,,,,,No,Yes,Yes,No,No,No,1500.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,2.0,3
510722,No,,,,,Yes,Yes,Yes,No,No,Yes,3200.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,7.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
