hhid,mrt24mnth,mrtdod_m1,mrtdod_y1,mrtdod_m2,mrtdod_y2,toishr,enrgelec,refrem,empl,rent,grn,tinc,ownrad,ownhif,owntel,ownsat,ownvid,owncom,owncam,owncel,ownelestv,owngasstv,ownparstv,ownmic,ownfrg,ownwsh,ownvehpri,mrtage1,mrtage2,dwltyp,watsrc,watdis,toi,enrgck,enrght,enrglght,tinc_brac1,tinc_brac2,tinc_brac3,tinc_brac4,tinc_brac5,tinc_brac6,tellnd,prov,geo
508840,No,,,,,No,Yes,No,No,No,Yes,780.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,,No,No,No,No,,,1.0,3.0,1.0,5.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
508841,No,,,,,No,Yes,Yes,Yes,No,No,7500.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,6.0,3
508842,No,,,,,No,Yes,No,No,No,Yes,1850.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,1.0,8.0,2.0,5.0,1.0,5.0,1.0,,,,,,,3.0,5.0,2
508843,No,,,,,No,Yes,Yes,Yes,No,No,60000.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,4.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,1.0,5.0,3
508844,No,,,,,Yes,Yes,Yes,No,No,No,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,4.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
508846,Yes,October,2015.0,,,No,No,No,Yes,No,No,2800.0,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,24.0,,,2.0,,5.0,4.0,4.0,7.0,,,,,,,3.0,7.0,3
508847,No,,,,,Yes,Yes,No,No,No,No,0.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,7.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
508848,No,,,,,No,Yes,No,Yes,No,Yes,3500.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
508849,No,,,,,No,Yes,No,Yes,No,Yes,8340.0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,2.0,,1.0,1.0,5.0,1.0,,,,,,,3.0,1.0,1
508850,No,,,,,Yes,Yes,Yes,Yes,No,Yes,3850.0,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,1.0,3.0,1.0,8.0,1.0,11.0,1.0,,,,,,,3.0,5.0,3
508851,No,,,,,No,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,7.0,3
508852,No,,,,,No,Yes,Yes,Yes,No,Yes,3027.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,2.0,,6.0,1.0,1.0,1.0,,,,,,,3.0,2.0,3
508853,No,,,,,Yes,Yes,Yes,No,No,No,0.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,6.0,2.0,,2.0,1.0,11.0,1.0,,,,,,,3.0,7.0,3
508854,No,,,,,No,No,No,No,No,Yes,1500.0,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,1.0,8.0,1.0,4.0,4.0,4.0,4.0,,,,,,,3.0,2.0,2
508855,No,,,,,No,Yes,No,No,No,Yes,4000.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,8.0,2
508856,No,,,,,No,Yes,No,Yes,No,Yes,3500.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,1.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
508857,No,,,,,No,Yes,Yes,Yes,No,No,45000.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,4.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
508859,No,,,,,No,Yes,No,Yes,No,No,10000.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,1.0,1.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,2.0,2
508860,Yes,February,2016.0,,,No,No,No,No,No,Yes,2050.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,18.0,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
508861,No,,,,,No,Yes,Yes,Yes,Yes,No,39000.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
508862,Yes,July,2016.0,,,No,Yes,Yes,No,No,Yes,1860.0,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,38.0,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
508863,No,,,,,No,Yes,Yes,Yes,No,Yes,19000.0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,,1.0,1.0,,2.0,3.0,11.0,1.0,,,,,,,3.0,5.0,3
508866,No,,,,,No,Yes,No,No,No,Yes,3900.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,3.0,,4.0,5.0,5.0,1.0,,,,,,,3.0,9.0,2
508867,No,,,,,No,Yes,No,No,No,No,1500.0,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,,1.0,3.0,2.0,5.0,5.0,5.0,1.0,,,,,,,3.0,8.0,2
508868,No,,,,,No,Yes,Yes,No,No,Yes,1800.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
508869,No,,,,,No,Yes,Yes,Yes,No,No,4000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,12.0,1.0,5.0,1.0,11.0,1.0,,,,,,,2.0,8.0,2
508870,No,,,,,No,Yes,No,No,No,Yes,1050.0,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,,,1.0,6.0,2.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
508871,No,,,,,No,Yes,Yes,Yes,No,No,42000.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,6.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
508872,No,,,,,No,Yes,Yes,Yes,Yes,No,30000.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,2.0,3
508873,No,,,,,No,Yes,Yes,No,No,Yes,2500.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,6.0,3
508874,No,,,,,Yes,Yes,Yes,Yes,No,No,1200.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
508875,No,,,,,No,Yes,No,Yes,No,Yes,8000.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,1.0,1.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
508876,No,,,,,No,Yes,No,No,No,Yes,1500.0,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,4.0,2.0,,1.0,1.0,4.0,1.0,,,,,,,3.0,4.0,3
508877,No,,,,,No,Yes,Yes,No,No,Yes,3370.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
508878,No,,,,,No,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,3.0,,,,3.0,7.0,3
508879,No,,,,,No,Yes,Yes,No,No,Yes,2740.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
508880,No,,,,,No,No,Yes,Yes,No,Yes,2280.0,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,,,1.0,1.0,,1.0,5.0,5.0,7.0,,,,,,,3.0,1.0,3
508881,No,,,,,Yes,Yes,No,No,No,Yes,700.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,9.0,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,9.0,2
508882,No,,,,,No,Yes,No,No,No,No,1600.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,6.0,3.0,1.0,4.0,1.0,5.0,1.0,,,,,,,3.0,2.0,2
508883,No,,,,,Yes,Yes,Yes,Yes,No,No,4600.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,2.0,1.0,11.0,1.0,,,,,,,3.0,3.0,3
508884,No,,,,,No,Yes,Yes,No,No,No,6000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
508885,No,,,,,No,Yes,No,No,No,Yes,2000.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,,,6.0,3.0,5.0,4.0,1.0,5.0,1.0,,,,,,,3.0,5.0,2
508887,No,,,,,No,Yes,Yes,No,No,No,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,1.0,1.0,3
508889,No,,,,,No,Yes,No,No,No,Yes,5000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,6.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
508892,No,,,,,No,Yes,Yes,Yes,No,No,76000.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,7.0,3
508893,No,,,,,No,Yes,Yes,Yes,No,No,2500.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,9.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
508896,No,,,,,No,Yes,No,No,No,Yes,1500.0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,8.0,5.0,5.0,5.0,11.0,1.0,,,,,,,3.0,2.0,2
508897,No,,,,,No,Yes,No,Yes,No,Yes,15000.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,,,1.0,2.0,,5.0,5.0,5.0,1.0,,,,,,,3.0,8.0,1
508899,No,,,,,Yes,Yes,No,Yes,No,Yes,5760.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,5.0,1
508900,No,,,,,No,No,No,Yes,No,Yes,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,,,3.0,1.0,5.0,5.0,5.0,7.0,2.0,,,,,,3.0,8.0,3
508902,No,,,,,No,Yes,No,Yes,No,Yes,3000.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,,,,2.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
508903,No,,,,,Yes,Yes,No,No,No,No,12000.0,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,,,2.0,,4.0,1.0,11.0,1.0,,,,,,,3.0,2.0,2
508904,No,,,,,No,Yes,No,No,No,No,1600.0,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,,,1.0,3.0,2.0,4.0,1.0,11.0,1.0,,,,,,,3.0,2.0,2
508905,No,,,,,No,No,No,No,No,Yes,3000.0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,6.0,8.0,1.0,5.0,5.0,11.0,1.0,,,,,,,3.0,9.0,2
508906,No,,,,,No,Yes,Yes,Yes,No,No,12000.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,11.0,1.0,,,,,,,3.0,2.0,3
508910,No,,,,,Yes,No,Yes,No,No,No,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,1.0,1.0,3
508912,No,,,,,No,Yes,No,Yes,No,No,8000.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,8.0,2
508913,No,,,,,No,Yes,Yes,Yes,No,Yes,1590.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,6.0,3
508914,No,,,,,No,Yes,Yes,Yes,No,No,,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,3.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,1.0,1.0,3
508916,No,,,,,No,Yes,No,Yes,No,Yes,8000.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
508919,No,,,,,No,Yes,Yes,Yes,No,No,9000.0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
508920,Yes,November,2016.0,,,No,Yes,No,Yes,No,No,3500.0,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,30.0,,1.0,3.0,1.0,5.0,1.0,1.0,1.0,,,,,,,3.0,8.0,2
508921,No,,,,,No,Yes,No,Yes,No,Yes,8600.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
508922,No,,,,,No,Yes,No,No,No,Yes,1600.0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,3.0,1.0,5.0,5.0,5.0,1.0,,,,,,,3.0,5.0,2
508924,No,,,,,No,Yes,No,No,No,Yes,3000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,6.0,3.0,1.0,5.0,1.0,11.0,1.0,,,,,,,3.0,9.0,2
508925,No,,,,,No,No,Yes,No,No,Yes,,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,7.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
508926,No,,,,,No,Yes,No,No,No,Yes,1460.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
508927,Yes,October,2016.0,,,Yes,Yes,Yes,Yes,No,Yes,960.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,80.0,,1.0,2.0,,1.0,1.0,11.0,1.0,,,,,,,3.0,3.0,3
508928,No,,,,,No,Yes,Yes,No,Yes,No,0.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,,,6.0,2.0,,2.0,1.0,11.0,1.0,,,,,,,3.0,7.0,3
508930,No,,,,,No,No,No,No,No,Yes,2020.0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,,1.0,2.0,,4.0,5.0,5.0,7.0,,,,,,,3.0,5.0,2
508932,No,,,,,No,Yes,Yes,Yes,Yes,Yes,2600.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,7.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
508933,No,,,,,No,Yes,Yes,Yes,Yes,No,60000.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,,,4.0,1.0,,2.0,1.0,3.0,1.0,,,,,,,3.0,8.0,3
508934,No,,,,,Yes,No,No,Yes,No,Yes,2800.0,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,,,7.0,3.0,5.0,5.0,5.0,5.0,7.0,,,,,,,3.0,8.0,3
508935,No,,,,,No,No,No,No,No,Yes,4500.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,,,,4.0,1.0,6.0,1.0,,1.0,,,,,,,3.0,2.0,2
508936,No,,,,,No,Yes,Yes,Yes,No,No,2800.0,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,,7.0,3.0,2.0,5.0,1.0,11.0,1.0,,,,,,,3.0,9.0,3
508937,No,,,,,No,Yes,Yes,Yes,No,Yes,5000.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
508938,No,,,,,Yes,Yes,No,Yes,No,No,2000.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,,1.0,3.0,6.0,5.0,1.0,1.0,1.0,,,,,,,3.0,2.0,2
508939,No,,,,,No,Yes,Yes,Yes,No,No,200000.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,3.0,3.0,1.0,,,,,,,1.0,7.0,3
508940,No,,,,,Yes,Yes,Yes,Yes,Yes,No,6500.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,9.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
508941,Yes,,2014.0,,,No,Yes,No,No,Yes,Yes,1950.0,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,22.0,,6.0,7.0,,4.0,3.0,4.0,1.0,,,,,,,3.0,2.0,2
508943,No,,,,,No,No,Yes,No,No,No,0.0,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,,2.0,,3.0,1.0,11.0,1.0,,,,,,,3.0,5.0,3
508944,No,,,,,No,Yes,Yes,Yes,No,Yes,2500.0,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,,,,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
508945,No,,,,,Yes,No,No,Yes,No,Yes,5350.0,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,,,1.0,2.0,,5.0,3.0,5.0,4.0,,,,,,,3.0,5.0,1
508946,No,,,,,No,Yes,Yes,Yes,No,Yes,6000.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,2.0,1.0,11.0,1.0,,,,,,,3.0,2.0,3
508947,Yes,August,2015.0,,,No,Yes,No,Yes,No,No,900.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,32.0,,,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,5.0,1
508948,No,,,,,Yes,Yes,Yes,Yes,No,Yes,2850.0,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,,6.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
508949,Yes,December,2016.0,,,No,No,No,No,No,No,380.0,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,17.0,,1.0,3.0,2.0,6.0,5.0,5.0,7.0,,,,,,,3.0,5.0,2
508953,No,,,,,No,Yes,No,No,Yes,Yes,2500.0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,3.0,2.0,4.0,1.0,5.0,1.0,,,,,,,3.0,6.0,2
508954,No,,,,,No,No,No,No,No,Yes,2410.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,1.0,4.0,1.0,4.0,5.0,5.0,7.0,,,,,,,3.0,5.0,3
508955,No,,,,,No,Yes,Yes,Yes,No,Yes,1600.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,2.0,3
508956,No,,,,,No,Yes,Yes,No,No,No,5000.0,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,,4.0,1.0,,1.0,1.0,4.0,1.0,,,,,,,3.0,1.0,3
508957,No,,,,,Yes,No,No,No,No,No,1200.0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,7.0,2.0,,2.0,5.0,5.0,7.0,,,,,,,3.0,8.0,1
508958,No,,,,,Yes,Yes,Yes,No,No,No,7000.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,1.0,5.0,3
508959,No,,,,,No,Yes,Yes,No,No,Yes,3030.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,,,1.0,1.0,,2.0,3.0,1.0,1.0,,,,,,,3.0,2.0,3
508960,No,,,,,No,Yes,Yes,No,No,Yes,3500.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
508964,No,,,,,No,Yes,No,Yes,No,No,16900.0,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,4.0,1.0,,,,,,,3.0,7.0,3
508965,Yes,September,2016.0,,,No,Yes,Yes,Yes,No,No,8000.0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,26.0,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
508966,No,,,,,No,Yes,No,Yes,No,Yes,3000.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,,1.0,,5.0,1.0,11.0,1.0,,,,,,,3.0,9.0,2
508968,No,,,,,No,No,No,No,No,Yes,2500.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,1.0,12.0,1.0,5.0,4.0,11.0,4.0,,,,,,,3.0,2.0,3
508970,No,,,,,Yes,Yes,Yes,Yes,No,Yes,13000.0,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,,,1.0,2.0,,2.0,4.0,4.0,1.0,,,,,,,3.0,7.0,3
508971,No,,,,,No,Yes,Yes,Yes,No,No,14000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
508972,No,,,,,No,Yes,Yes,Yes,No,No,400.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,6.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,9.0,3
508973,No,,,,,Yes,Yes,Yes,Yes,No,No,4700.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,,7.0,1.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
508974,No,,,,,Yes,Yes,Yes,Yes,No,No,5000.0,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,9.0,2.0,,1.0,1.0,11.0,1.0,,,,,,,3.0,7.0,3
508975,No,,,,,,No,No,No,No,Yes,2000.0,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,,2.0,,7.0,5.0,5.0,7.0,,,,,,,3.0,5.0,1
508976,No,,,,,No,No,No,No,No,Yes,1500.0,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,,4.0,1.0,5.0,5.0,5.0,7.0,,,,,,,3.0,2.0,2
508977,No,,,,,No,Yes,No,Yes,No,No,4500.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,,1.0,4.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
508978,No,,,,,No,No,No,No,No,Yes,6500.0,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,,,7.0,1.0,,1.0,1.0,11.0,1.0,,,,,,,3.0,5.0,1
508979,No,,,,,No,Yes,Yes,Yes,No,No,45000.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,7.0,3
508981,No,,,,,Yes,Yes,No,No,No,Yes,1600.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,,,1.0,2.0,,4.0,5.0,5.0,1.0,,,,,,,3.0,9.0,2
508982,Yes,March,2015.0,,,No,Yes,No,Yes,No,Yes,660.0,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,53.0,,,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
508983,No,,,,,Yes,Yes,No,No,No,Yes,1200.0,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,,6.0,3.0,2.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
508984,No,,,,,No,Yes,No,Yes,No,Yes,10000.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,,,1.0,4.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
508986,No,,,,,No,Yes,Yes,Yes,No,Yes,1700.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,,1.0,1.0,,2.0,1.0,5.0,1.0,,,,,,,3.0,1.0,3
508987,No,,,,,No,Yes,Yes,Yes,No,No,,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,,,4.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,2.0,5.0,3
